utc,last_modified,preset,n,dist,mode,bright,px,blob,blob2,bw,bh,fill,dom,dom2,cx,cy,bpk,bsat,bact,nblobs,blocks,vetoed,veto30,hit,bytes
2026-09-02 01:22:14,"Wed, 02 Sep 2026 01:22:02 GMT",10,164,0.4,night,155.8,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,147922
2026-09-02 01:22:50,"Wed, 02 Sep 2026 01:22:47 GMT",14,139,1.2,night,142.6,1,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,144880
2026-09-02 01:23:14,"Wed, 02 Sep 2026 01:23:01 GMT",14,140,0.9,night,142.3,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,144671
2026-09-02 01:23:51,"Wed, 02 Sep 2026 01:23:47 GMT",12,151,1.0,night,114.3,5,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,180049
2026-09-02 01:24:03,"Wed, 02 Sep 2026 01:24:01 GMT",7,151,0.7,night,109.4,3,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,173151
2026-09-02 01:24:15,"Wed, 02 Sep 2026 01:24:01 GMT",7,152,0.5,night,109.4,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,173151
2026-09-02 01:24:50,"Wed, 02 Sep 2026 01:24:46 GMT",9,592,10.3,night,81.4,8928,66,39,21,11,0.29,0.2,0.24,0.189,0.669,202,0.0,0.447,66,326,282,590,0,134380
2026-09-02 01:25:14,"Wed, 02 Sep 2026 01:25:02 GMT",9,593,17.3,night,92.1,22690,858,92,53,44,0.37,0.68,0.7,0.451,0.417,255,0.32,0.329,45,1258,381,1117,0,159738
2026-09-02 01:25:49,"Wed, 02 Sep 2026 01:25:46 GMT",9,594,13.5,night,85.0,17295,315,130,37,14,0.61,0.39,0.41,0.825,0.877,249,0.0,0.374,61,810,427,1013,0,156060
2026-09-02 01:26:13,"Wed, 02 Sep 2026 01:26:02 GMT",9,595,9.4,night,85.3,10455,208,71,26,14,0.57,0.49,0.55,0.844,0.881,229,0.0,0.411,48,428,352,744,0,156502
2026-09-02 01:26:49,"Wed, 02 Sep 2026 01:26:46 GMT",9,596,12.9,night,80.1,15487,211,194,36,16,0.37,0.24,0.25,0.825,0.827,198,0.0,0.414,54,882,225,887,0,130231
2026-09-02 01:27:13,"Wed, 02 Sep 2026 01:27:01 GMT",10,165,0.2,night,155.9,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,148138
2026-09-02 01:27:48,"Wed, 02 Sep 2026 01:27:46 GMT",14,141,1.4,night,146.6,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,143145
2026-09-02 01:34:34,"Wed, 02 Sep 2026 01:34:02 GMT",7,153,0.5,night,109.2,4,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,173003
2026-09-02 01:34:57,"Wed, 02 Sep 2026 01:34:47 GMT",9,597,14.0,night,76.9,16594,365,156,42,20,0.43,0.39,0.4,0.477,0.557,255,0.17,0.419,41,935,279,1011,0,122958
2026-09-02 01:35:57,"Wed, 02 Sep 2026 01:35:47 GMT",9,598,11.5,night,86.2,12531,280,63,33,15,0.57,0.51,0.55,0.826,0.866,241,0.0,0.444,55,554,331,827,0,162045
2026-09-02 01:36:08,"Wed, 02 Sep 2026 01:36:02 GMT",9,599,11.8,night,79.8,14179,160,141,26,15,0.41,0.21,0.23,0.596,0.39,185,0.0,0.368,50,749,254,868,0,140355
2026-09-02 01:36:56,"Wed, 02 Sep 2026 01:36:46 GMT",10,166,0.3,night,155.8,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,147716
2026-09-02 01:37:08,"Wed, 02 Sep 2026 01:37:01 GMT",10,167,0.2,night,155.8,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,148341
2026-09-02 01:37:55,"Wed, 02 Sep 2026 01:37:46 GMT",16,9,11.9,night,133.6,15689,605,126,51,43,0.28,0.55,0.56,0.499,0.436,255,0.31,0.29,36,1109,0,503,0,104111
2026-09-02 01:38:07,"Wed, 02 Sep 2026 01:38:02 GMT",12,152,4.2,night,114.6,1175,62,6,13,7,0.68,0.91,0.91,0.599,0.041,144,0.0,0.061,2,68,0,0,0,222456
2026-09-02 01:38:55,"Wed, 02 Sep 2026 01:38:47 GMT",7,154,0.3,night,109.6,3,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,173450
2026-09-02 01:39:07,"Wed, 02 Sep 2026 01:39:01 GMT",41,5,18.8,night,65.7,24313,1539,42,87,40,0.44,0.93,0.94,0.514,0.657,255,0.0,0.13,18,1646,0,0,0,108740
2026-09-02 01:39:55,"Wed, 02 Sep 2026 01:39:46 GMT",9,600,13.0,night,77.0,16011,345,71,43,20,0.4,0.41,0.43,0.476,0.559,255,0.35,0.434,48,838,361,1044,0,135946
