utc,sast,cam,mode,preset,source,logged_blob,md_animal_conf,keep,keep_conf,prediction_common,prediction_class,prediction_score,n_detections,md_bw_blocks,md_bh_blocks,md_cx,md_cy,model_version,path
2026-09-10 00:29:09,2026-09-10 02:29:09,nossob,night,15,hits,20,0.9079,1,0.15,canine family,mammalia,0.9806,2,9.1,18.1,0.911,0.312,4.0.3a,hits/nossob/20260910/002909_p15_blob20.jpg
2026-09-10 00:32:10,2026-09-10 02:32:10,nossob,night,15,hits,3,0.0115,0,0.15,blank,,0.8657,1,2.1,5.4,0.89,0.352,4.0.3a,hits/nossob/20260910/003210_p15_blob3.jpg
2026-09-10 00:58:07,2026-09-10 02:58:07,nossob,night,15,hits,3,0.0186,0,0.15,blank,,0.9306,1,2.1,5.4,0.891,0.353,4.0.3a,hits/nossob/20260910/005807_p15_blob3.jpg
2026-09-10 01:12:19,2026-09-10 03:12:19,nossob,night,8,hits,6,0.0132,0,0.15,blank,,0.8684,1,5.7,3.2,0.557,0.513,4.0.3a,hits/nossob/20260910/011219_p8_blob6.jpg
2026-09-10 01:25:01,2026-09-10 03:25:01,nossob,night,15,hits,110,0.9473,1,0.15,mammal,mammalia,0.9329,1,25.9,21.5,0.865,0.2,4.0.3a,hits/nossob/20260910/012501_p15_blob110.jpg
2026-09-10 01:27:59,2026-09-10 03:27:59,nossob,night,11,hits,7,0.8887,1,0.15,carnivorous mammal,mammalia,0.6561,2,9.6,7.9,0.826,0.613,4.0.3a,hits/nossob/20260910/012759_p11_blob7.jpg
2026-09-10 01:43:10,2026-09-10 03:43:10,nossob,night,14,hits,7,0.0,0,0.15,blank,,0.9911,0,,,,,4.0.3a,hits/nossob/20260910/014310_p14_blob7.jpg
2026-09-10 03:17:02,2026-09-10 05:17:02,nossob,night,14,hits,4,0.043,0,0.15,blank,,0.9999,2,1.4,1.3,0.279,0.436,4.0.3a,hits/nossob/20260910/031702_p14_blob4.jpg
2026-09-10 03:31:54,2026-09-10 05:31:54,nossob,night,64,hits,8,0.0138,0,0.15,blank,,0.9729,5,3.4,9.8,0.265,0.386,4.0.3a,hits/nossob/20260910/033154_p64_blob8.jpg
2026-09-10 03:50:16,2026-09-10 05:50:16,nossob,night,8,hits,66,0.9627,1,0.15,canis species,mammalia,0.6741,2,12.0,11.4,0.133,0.436,4.0.3a,hits/nossob/20260910/035016_p8_blob66.jpg
2026-09-10 03:58:01,2026-09-10 05:58:01,nossob,night,14,hits,26,0.0,0,0.15,blank,,0.9929,0,,,,,4.0.3a,hits/nossob/20260910/035801_p14_blob26.jpg
2026-09-10 03:58:25,2026-09-10 05:58:25,nossob,night,14,hits,8,0.0372,0,0.15,blank,,0.8167,2,11.3,7.5,0.579,0.621,4.0.3a,hits/nossob/20260910/035825_p14_blob8.jpg
2026-09-10 00:01:10,2026-09-10 02:01:10,nossob,night,16,frames,69,0.0,0,0.15,blank,,0.9201,1,5.4,14.1,0.028,0.459,4.0.3a,frames/nossob/20260910/000110_p16_blob0069_f0.34.jpg
2026-09-10 00:35:09,2026-09-10 02:35:09,nossob,night,15,frames,267,0.0,0,0.15,blank,,0.9994,1,25.5,13.6,0.757,0.327,4.0.3a,frames/nossob/20260910/003509_p15_blob0267_f0.16.jpg
2026-09-10 00:56:09,2026-09-10 02:56:09,nossob,night,14,frames,172,0.0577,0,0.15,blank,,0.994,3,3.9,1.7,0.654,0.553,4.0.3a,frames/nossob/20260910/005609_p14_blob0172_f0.48.jpg
2026-09-10 01:11:54,2026-09-10 03:11:54,nossob,night,8,frames,315,0.0184,0,0.15,blank,,0.9738,2,7.3,3.7,0.74,0.414,4.0.3a,frames/nossob/20260910/011154_p8_blob0315_f0.31.jpg
2026-09-10 01:23:14,2026-09-10 03:23:14,nossob,night,18,frames,164,0.0107,0,0.15,blank,,0.9978,4,21.9,12.7,0.884,0.341,4.0.3a,frames/nossob/20260910/012314_p18_blob0164_f0.55.jpg
2026-09-10 01:46:01,2026-09-10 03:46:01,nossob,night,14,frames,131,0.0,0,0.15,blank,,0.9944,0,,,,,4.0.3a,frames/nossob/20260910/014601_p14_blob0131_f0.49.jpg
2026-09-10 02:06:00,2026-09-10 04:06:00,nossob,night,15,frames,365,0.0,0,0.15,blank,,0.9957,1,24.6,13.0,0.745,0.332,4.0.3a,frames/nossob/20260910/020600_p15_blob0365_f0.21.jpg
2026-09-10 02:20:07,2026-09-10 04:20:07,nossob,night,15,frames,274,0.0,0,0.15,blank,,0.9593,2,95.6,16.3,0.5,0.371,4.0.3a,frames/nossob/20260910/022007_p15_blob0274_f0.29.jpg
2026-09-10 02:43:08,2026-09-10 04:43:08,nossob,night,8,frames,579,0.0,0,0.15,blank,,0.9926,1,96.0,44.3,0.5,0.568,4.0.3a,frames/nossob/20260910/024308_p8_blob0579_f0.53.jpg
2026-09-10 02:53:58,2026-09-10 04:53:58,nossob,night,18,frames,70,0.1241,0,0.15,blank,,0.9776,4,10.8,3.2,0.318,0.415,4.0.3a,frames/nossob/20260910/025358_p18_blob0070_f0.45.jpg
2026-09-10 03:12:06,2026-09-10 05:12:06,nossob,night,8,frames,266,0.2611,1,0.15,no cv result,no cv result,0.8268,4,7.5,3.7,0.748,0.412,4.0.3a,frames/nossob/20260910/031206_p8_blob0266_f0.28.jpg
2026-09-10 03:37:09,2026-09-10 05:37:09,nossob,night,14,frames,98,0.0627,0,0.15,blank,,0.9997,3,2.0,1.7,0.326,0.368,4.0.3a,frames/nossob/20260910/033709_p14_blob0098_f0.53.jpg
2026-09-10 03:57:12,2026-09-10 05:57:12,nossob,night,15,frames,257,0.0,0,0.15,blank,,0.9994,1,23.1,13.3,0.731,0.351,4.0.3a,frames/nossob/20260910/035712_p15_blob0257_f0.29.jpg
2026-09-10 04:30:00,2026-09-10 06:30:00,nossob,day,124,frames,1094,0.0286,0,0.3,blank,,0.9999,1,1.1,1.0,0.533,0.584,4.0.3a,frames/nossob/20260910/043000_p124_blob1094_f0.46.jpg
2026-09-10 04:52:20,2026-09-10 06:52:20,nossob,day,245,frames,731,0.7056,1,0.3,animal,,0.7056,56,6.2,3.8,0.08,0.257,4.0.3a,frames/nossob/20260910/045220_p245_blob0731_f0.48.jpg
2026-09-10 05:02:11,2026-09-10 07:02:11,nossob,day,33,frames,1234,0.0794,0,0.3,blank,,0.9999,5,1.3,4.5,0.993,0.46,4.0.3a,frames/nossob/20260910/050211_p33_blob1234_f0.31.jpg
2026-09-10 05:18:03,2026-09-10 07:18:03,nossob,day,35,frames,3063,0.7998,1,0.3,bird,aves,0.6646,17,4.7,4.7,0.617,0.344,4.0.3a,frames/nossob/20260910/051803_p35_blob3063_f0.59.jpg
2026-09-10 05:40:10,2026-09-10 07:40:10,nossob,day,124,frames,740,0.1881,0,0.3,blank,,0.9996,7,1.5,2.0,0.344,0.305,4.0.3a,frames/nossob/20260910/054010_p124_blob0740_f0.31.jpg
2026-09-10 05:55:57,2026-09-10 07:55:57,nossob,day,171,frames,2317,0.5446,1,0.3,animal,,0.5446,13,2.6,6.1,0.013,0.377,4.0.3a,frames/nossob/20260910/055557_p171_blob2317_f0.45.jpg
2026-09-10 06:16:00,2026-09-10 08:16:00,nossob,day,205,frames,3244,0.1703,0,0.3,blank,,0.9996,5,2.9,1.9,0.417,0.439,4.0.3a,frames/nossob/20260910/061600_p205_blob3244_f0.63.jpg
2026-09-10 06:38:09,2026-09-10 08:38:09,nossob,day,99,frames,3070,0.0986,0,0.3,blank,,0.9919,4,2.5,3.2,0.052,0.219,4.0.3a,frames/nossob/20260910/063809_p99_blob3070_f0.59.jpg
2026-09-10 07:03:14,2026-09-10 09:03:14,nossob,day,171,frames,2557,0.5753,1,0.3,animal,,0.5753,18,7.9,3.3,0.589,0.446,4.0.3a,frames/nossob/20260910/070314_p171_blob2557_f0.49.jpg
2026-09-10 07:19:19,2026-09-10 09:19:19,nossob,day,244,frames,2749,0.0295,0,0.3,blank,,0.9999,3,1.5,2.0,0.443,0.473,4.0.3a,frames/nossob/20260910/071919_p244_blob2749_f0.53.jpg
2026-09-10 07:37:16,2026-09-10 09:37:16,nossob,day,71,frames,1758,0.2488,0,0.3,blank,,0.9998,9,1.3,1.4,0.544,0.614,4.0.3a,frames/nossob/20260910/073716_p71_blob1758_f0.34.jpg
2026-09-10 08:00:17,2026-09-10 10:00:17,nossob,day,86,frames,290,0.2079,0,0.3,blank,,0.9969,4,38.3,5.6,0.434,0.484,4.0.3a,frames/nossob/20260910/080017_p86_blob0290_f0.37.jpg
2026-09-10 08:04:11,2026-09-10 10:04:11,nossob,day,46,frames,639,0.1065,0,0.3,blank,,0.9836,6,22.5,2.2,0.513,0.432,4.0.3a,frames/nossob/20260910/080411_p46_blob0639_f0.32.jpg
2026-09-10 08:30:00,2026-09-10 10:30:00,nossob,day,72,frames,179,0.0433,0,0.3,blank,,0.9906,4,17.6,2.3,0.554,0.555,4.0.3a,frames/nossob/20260910/083000_p72_blob0179_f0.53.jpg
2026-09-10 08:57:07,2026-09-10 10:57:07,nossob,day,190,frames,3505,0.7166,1,0.3,blank,,0.9947,19,3.6,1.7,0.514,0.425,4.0.3a,frames/nossob/20260910/085707_p190_blob3505_f0.68.jpg
2026-09-10 09:11:02,2026-09-10 11:11:02,nossob,day,174,frames,362,0.1262,0,0.3,blank,,0.9998,11,1.6,1.5,0.548,0.63,4.0.3a,frames/nossob/20260910/091102_p174_blob0362_f0.24.jpg
2026-09-10 09:22:15,2026-09-10 11:22:15,nossob,day,88,frames,1869,0.4168,1,0.3,no cv result,no cv result,0.9721,24,8.0,3.5,0.047,0.418,4.0.3a,frames/nossob/20260910/092215_p88_blob1869_f0.40.jpg
2026-09-10 09:51:58,2026-09-10 11:51:58,nossob,day,239,frames,2926,0.0579,0,0.3,blank,,0.9996,6,3.1,1.4,0.498,0.59,4.0.3a,frames/nossob/20260910/095158_p239_blob2926_f0.56.jpg
2026-09-10 09:58:59,2026-09-10 11:58:59,nossob,day,35,frames,1292,0.6241,1,0.3,animal,,0.6241,10,7.5,4.9,0.961,0.419,4.0.3a,frames/nossob/20260910/095859_p35_blob1292_f0.41.jpg
2026-09-10 10:24:15,2026-09-10 12:24:15,nossob,day,57,frames,557,0.0363,0,0.3,blank,,0.9999,6,1.0,1.1,0.524,0.555,4.0.3a,frames/nossob/20260910/102415_p57_blob0557_f0.29.jpg
2026-09-10 10:44:16,2026-09-10 12:44:16,nossob,day,42,frames,2604,0.2638,0,0.3,blank,,0.9987,10,5.0,3.7,0.026,0.396,4.0.3a,frames/nossob/20260910/104416_p42_blob2604_f0.50.jpg
2026-09-10 10:56:04,2026-09-10 12:56:04,nossob,day,227,frames,1028,0.5348,1,0.3,blank,,0.9999,15,2.5,2.1,0.303,0.433,4.0.3a,frames/nossob/20260910/105604_p227_blob1028_f0.40.jpg
2026-09-10 11:13:55,2026-09-10 13:13:55,nossob,day,53,frames,2007,0.1297,0,0.3,blank,,0.9966,9,5.9,2.0,0.269,0.505,4.0.3a,frames/nossob/20260910/111355_p53_blob2007_f0.39.jpg
2026-09-10 11:32:14,2026-09-10 13:32:14,nossob,day,190,frames,168,0.5016,1,0.3,animal,,0.5016,22,5.3,2.8,0.357,0.413,4.0.3a,frames/nossob/20260910/113214_p190_blob0168_f0.31.jpg
2026-09-10 11:55:01,2026-09-10 13:55:01,nossob,day,55,frames,1637,0.0733,0,0.3,blank,,0.9998,6,1.3,1.1,0.54,0.607,4.0.3a,frames/nossob/20260910/115501_p55_blob1637_f0.32.jpg
2026-09-10 12:34:16,2026-09-10 14:34:16,nossob,day,234,frames,1976,0.4959,1,0.3,blank,,0.9987,8,8.0,4.7,0.958,0.419,4.0.3a,frames/nossob/20260910/123416_p234_blob1976_f0.40.jpg
2026-09-10 12:51:57,2026-09-10 14:51:57,nossob,day,212,frames,648,0.5575,1,0.3,animal,,0.5575,7,25.5,6.5,0.737,0.424,4.0.3a,frames/nossob/20260910/125157_p212_blob0648_f0.27.jpg
2026-09-10 13:08:21,2026-09-10 15:08:21,nossob,day,53,frames,2427,0.0366,0,0.3,blank,,0.9999,6,1.4,1.0,0.542,0.622,4.0.3a,frames/nossob/20260910/130821_p53_blob2427_f0.47.jpg
2026-09-10 13:39:57,2026-09-10 15:39:57,nossob,day,88,frames,1424,0.6134,1,0.3,blank,,0.9998,14,4.8,3.2,0.119,0.409,4.0.3a,frames/nossob/20260910/133957_p88_blob1424_f0.36.jpg
2026-09-10 14:00:59,2026-09-10 16:00:59,nossob,day,175,frames,546,0.1148,0,0.3,blank,,0.9999,4,2.3,1.4,0.645,0.556,4.0.3a,frames/nossob/20260910/140059_p175_blob0546_f0.40.jpg
2026-09-10 14:27:56,2026-09-10 16:27:56,nossob,day,176,frames,2520,0.6475,1,0.3,animal,,0.6475,17,4.9,2.0,0.696,0.432,4.0.3a,frames/nossob/20260910/142756_p176_blob2520_f0.49.jpg
2026-09-10 14:37:21,2026-09-10 16:37:21,nossob,day,155,frames,3078,0.6183,1,0.3,animal,,0.6183,15,7.9,4.3,0.939,0.421,4.0.3a,frames/nossob/20260910/143721_p155_blob3078_f0.59.jpg
2026-09-10 15:03:00,2026-09-10 17:03:00,nossob,day,249,frames,2628,0.355,1,0.3,blank,,0.9993,5,3.3,1.5,0.597,0.46,4.0.3a,frames/nossob/20260910/150300_p249_blob2628_f0.51.jpg
2026-09-10 15:07:33,2026-09-10 17:07:33,nossob,day,112,frames,69,0.7772,1,0.3,animal,,0.7772,26,4.7,3.5,0.919,0.252,4.0.3a,frames/nossob/20260910/150733_p112_blob0069_f0.40.jpg
2026-09-10 15:07:58,2026-09-10 17:07:58,nossob,day,244,frames,9,0.1045,0,0.3,blank,,0.953,7,8.1,2.1,0.857,0.686,4.0.3a,frames/nossob/20260910/150758_p244_blob0009_f0.56.jpg
2026-09-10 15:09:04,2026-09-10 17:09:04,nossob,day,204,frames,34,0.6293,1,0.3,blank,,0.9985,32,4.6,2.0,0.516,0.42,4.0.3a,frames/nossob/20260910/150904_p204_blob0034_f0.40.jpg
2026-09-10 15:09:16,2026-09-10 17:09:16,nossob,day,204,frames,27,0.5338,1,0.3,blank,,0.9995,15,4.7,1.9,0.516,0.421,4.0.3a,frames/nossob/20260910/150916_p204_blob0027_f0.35.jpg
2026-09-10 15:10:05,2026-09-10 17:10:05,nossob,day,112,frames,178,0.8184,1,0.3,animal,,0.8184,31,5.4,4.1,0.928,0.243,4.0.3a,frames/nossob/20260910/151005_p112_blob0178_f0.38.jpg
2026-09-10 15:10:17,2026-09-10 17:10:17,nossob,day,116,frames,326,0.7818,1,0.3,animal,,0.7818,26,4.8,3.6,0.265,0.267,4.0.3a,frames/nossob/20260910/151017_p116_blob0326_f0.31.jpg
2026-09-10 15:11:06,2026-09-10 17:11:06,nossob,day,244,frames,6,0.0582,0,0.3,blank,,0.9644,4,8.2,2.1,0.858,0.686,4.0.3a,frames/nossob/20260910/151106_p244_blob0006_f0.60.jpg
2026-09-10 15:11:18,2026-09-10 17:11:18,nossob,day,170,frames,86,0.5689,1,0.3,blank,,0.9985,6,3.4,1.2,0.541,0.566,4.0.3a,frames/nossob/20260910/151118_p170_blob0086_f0.30.jpg
2026-09-10 15:12:07,2026-09-10 17:12:07,nossob,day,204,frames,60,0.5332,1,0.3,animal,,0.5332,45,1.8,2.6,0.355,0.346,4.0.3a,frames/nossob/20260910/151207_p204_blob0060_f0.33.jpg
2026-09-10 15:12:19,2026-09-10 17:12:19,nossob,day,204,frames,16,0.6339,1,0.3,animal,,0.6339,35,1.7,1.7,0.65,0.35,4.0.3a,frames/nossob/20260910/151219_p204_blob0016_f0.57.jpg
