utc,last_modified,preset,n,dist,mode,bright,px,blob,bw,bh,fill,dom,nblobs,blocks,vetoed,hit,bytes
2026-08-30 16:15:06,"Sun, 30 Aug 2026 16:14:52 GMT",3,8,2.2,night,118.5,652,3,2,2,0.75,0.2,11,15,0,0,265446
2026-08-30 16:15:18,"Sun, 30 Aug 2026 16:15:07 GMT",3,9,1.7,night,116.8,286,2,1,2,1.0,0.33,5,6,0,0,264607
2026-08-30 16:15:54,"Sun, 30 Aug 2026 16:15:52 GMT",2,15,4.1,night,110.9,5559,50,15,6,0.56,0.15,63,337,0,0,267305
2026-08-30 16:16:19,"Sun, 30 Aug 2026 16:16:07 GMT",4,8,3.6,night,106.7,1521,9,4,5,0.45,0.11,26,82,0,0,269457
2026-08-30 16:16:56,"Sun, 30 Aug 2026 16:16:52 GMT",0,12,2.6,night,112.8,93,1,1,1,1.0,1.0,1,1,0,0,241728
2026-08-30 16:17:08,"Sun, 30 Aug 2026 16:17:06 GMT",1,13,3.8,night,104.9,1709,75,20,6,0.62,0.6,10,125,0,1,209640
2026-08-30 16:17:20,"Sun, 30 Aug 2026 16:17:06 GMT",1,14,2.6,night,104.9,818,51,17,6,0.5,0.8,7,64,0,0,209640
2026-08-30 16:17:57,"Sun, 30 Aug 2026 16:17:52 GMT",3,10,1.4,night,111.2,125,4,3,2,0.67,0.67,3,6,0,1,260854
2026-08-30 16:18:09,"Sun, 30 Aug 2026 16:18:07 GMT",5,2,4.9,night,116.5,17666,346,43,24,0.34,0.27,168,1267,0,0,212882
2026-08-30 16:23:27,"Sun, 30 Aug 2026 16:23:06 GMT",1,15,11.0,night,87.5,18420,656,53,22,0.56,0.53,64,1245,0,0,163928
2026-08-30 16:24:02,"Sun, 30 Aug 2026 16:23:52 GMT",3,11,6.6,night,122.5,6354,241,59,6,0.68,0.57,52,422,0,1,223885
2026-08-30 16:25:03,"Sun, 30 Aug 2026 16:24:51 GMT",8,2,10.7,night,116.7,24853,851,96,18,0.49,0.51,180,1680,0,0,218423
2026-08-30 16:25:15,"Sun, 30 Aug 2026 16:25:07 GMT",8,3,9.9,night,116.9,22915,1014,96,23,0.46,0.66,176,1536,0,0,222142
2026-08-30 16:26:03,"Sun, 30 Aug 2026 16:25:51 GMT",1,16,7.4,night,89.6,7387,238,42,13,0.44,0.49,45,484,0,0,159719
2026-08-30 16:26:15,"Sun, 30 Aug 2026 16:26:05 GMT",1,17,5.4,night,88.6,989,18,12,3,0.5,0.32,9,57,0,0,158702
2026-08-30 16:27:02,"Sun, 30 Aug 2026 16:26:52 GMT",3,12,5.5,night,119.8,4576,225,59,6,0.64,0.76,37,297,0,1,222041
2026-08-30 16:27:14,"Sun, 30 Aug 2026 16:27:07 GMT",8,4,6.5,night,118.6,3517,61,18,7,0.48,0.26,58,238,0,0,218467
2026-08-30 16:33:00,"Sun, 30 Aug 2026 16:32:50 GMT",8,5,7.2,night,117.9,3785,118,28,8,0.53,0.47,31,251,0,0,141332
2026-08-30 16:33:12,"Sun, 30 Aug 2026 16:33:05 GMT",8,6,5.6,night,115.3,544,11,5,4,0.55,0.38,8,29,0,0,140985
2026-08-30 16:34:57,"Sun, 30 Aug 2026 16:34:51 GMT",1,18,9.1,night,98.0,7204,160,33,10,0.48,0.32,43,494,0,0,186377
2026-08-30 16:35:09,"Sun, 30 Aug 2026 16:35:07 GMT",1,19,7.0,night,95.2,2694,100,23,8,0.54,0.56,9,180,0,0,184316
2026-08-30 16:35:57,"Sun, 30 Aug 2026 16:35:51 GMT",8,7,7.3,night,104.2,940,20,9,4,0.56,0.48,12,42,0,1,141321
2026-08-30 16:36:09,"Sun, 30 Aug 2026 16:36:05 GMT",8,8,5.3,night,102.7,58,1,1,1,1.0,1.0,1,1,0,0,141062
2026-08-30 16:36:56,"Sun, 30 Aug 2026 16:36:50 GMT",9,2,4.1,night,97.0,155,1,1,1,1.0,0.33,3,3,0,0,140014
2026-08-30 16:42:05,"Sun, 30 Aug 2026 16:41:50 GMT",8,9,9.5,night,85.8,5324,62,13,8,0.6,0.18,60,336,0,0,137519
2026-08-30 16:43:06,"Sun, 30 Aug 2026 16:43:05 GMT",11,2,8.2,night,42.6,5909,139,37,12,0.31,0.33,40,419,0,0,88344
2026-08-30 16:43:18,"Sun, 30 Aug 2026 16:43:05 GMT",11,3,5.7,night,42.6,1606,68,24,4,0.71,0.71,15,96,0,0,88344
2026-08-30 16:44:07,"Sun, 30 Aug 2026 16:44:05 GMT",13,2,8.2,night,59.9,12045,561,79,17,0.42,0.65,44,865,0,0,121229
2026-08-30 16:44:19,"Sun, 30 Aug 2026 16:44:05 GMT",13,3,5.7,night,59.9,7103,361,75,16,0.3,0.68,25,529,0,0,121229
2026-08-30 16:44:56,"Sun, 30 Aug 2026 16:44:50 GMT",8,10,7.7,night,80.4,1808,26,12,5,0.43,0.28,31,92,0,0,136499
2026-08-30 16:45:09,"Sun, 30 Aug 2026 16:45:05 GMT",12,2,1.5,night,78.8,23,1,1,1,1.0,1.0,1,1,0,0,142677
2026-08-30 16:45:58,"Sun, 30 Aug 2026 16:45:50 GMT",11,4,6.0,night,35.9,2346,121,33,9,0.41,0.77,24,157,0,0,86144
2026-08-30 16:46:10,"Sun, 30 Aug 2026 16:46:05 GMT",11,5,4.2,night,35.3,416,20,8,4,0.62,0.77,4,26,0,1,85414
2026-08-30 16:51:15,"Sun, 30 Aug 2026 16:51:05 GMT",12,3,2.1,night,76.2,30,0,1,1,0.0,0.0,0,0,0,0,144179
2026-08-30 16:52:17,"Sun, 30 Aug 2026 16:52:04 GMT",14,2,9.7,night,46.7,5105,162,56,6,0.48,0.44,39,368,0,0,81783
2026-08-30 16:52:53,"Sun, 30 Aug 2026 16:52:50 GMT",13,4,4.7,night,49.4,4400,121,35,6,0.58,0.37,33,326,0,0,108373
2026-08-30 16:53:54,"Sun, 30 Aug 2026 16:53:51 GMT",12,4,1.6,night,75.3,219,3,1,3,1.0,0.6,3,5,0,1,143254
2026-08-30 16:54:19,"Sun, 30 Aug 2026 16:54:05 GMT",12,5,1.2,night,75.2,56,1,1,1,1.0,1.0,1,1,0,0,143804
2026-08-30 16:54:55,"Sun, 30 Aug 2026 16:54:49 GMT",11,6,4.9,night,27.1,1147,67,25,4,0.67,0.83,6,81,0,1,81103
2026-08-30 16:55:07,"Sun, 30 Aug 2026 16:55:04 GMT",14,3,5.4,night,61.0,712,23,11,3,0.7,0.43,4,54,0,0,74046
2026-08-30 17:00:05,"Sun, 30 Aug 2026 16:59:52 GMT",12,6,1.1,night,74.1,377,6,2,5,0.6,0.35,7,17,0,0,144203
2026-08-30 17:00:54,"Sun, 30 Aug 2026 17:00:49 GMT",11,7,3.3,night,24.9,151,8,5,2,0.8,0.89,2,9,0,1,73467
2026-08-30 17:01:05,"Sun, 30 Aug 2026 17:01:04 GMT",14,4,4.4,night,61.3,500,21,11,3,0.64,0.51,5,41,0,1,76461
2026-08-30 17:01:17,"Sun, 30 Aug 2026 17:01:04 GMT",14,5,3.1,night,61.3,241,15,10,2,0.75,0.83,3,18,0,1,76461
2026-08-30 17:01:53,"Sun, 30 Aug 2026 17:01:50 GMT",13,5,3.2,night,48.1,1938,49,21,6,0.39,0.4,20,122,0,0,107517
2026-08-30 17:02:17,"Sun, 30 Aug 2026 17:02:06 GMT",8,11,6.9,night,78.4,697,3,3,2,0.5,0.21,10,14,0,0,139073
2026-08-30 17:02:54,"Sun, 30 Aug 2026 17:02:51 GMT",12,7,0.7,night,74.0,314,4,2,3,0.67,0.44,5,9,0,0,143851
2026-08-30 17:03:18,"Sun, 30 Aug 2026 17:03:06 GMT",15,2,0.2,night,73.3,110,1,1,1,1.0,0.5,2,2,0,0,133772
2026-08-30 17:03:55,"Sun, 30 Aug 2026 17:03:49 GMT",14,6,1.8,night,58.5,27,0,1,1,0.0,0.0,0,0,0,0,73039
2026-08-30 17:04:06,"Sun, 30 Aug 2026 17:04:04 GMT",14,7,1.3,night,58.0,2,0,1,1,0.0,0.0,0,0,0,0,72933
2026-08-30 17:09:24,"Sun, 30 Aug 2026 17:09:06 GMT",15,3,2.2,night,73.1,1289,82,15,10,0.55,1.0,1,82,0,0,133839
2026-08-30 17:09:59,"Sun, 30 Aug 2026 17:09:49 GMT",14,8,1.2,night,59.1,25,1,1,1,1.0,1.0,1,1,0,0,74380
2026-08-30 17:10:10,"Sun, 30 Aug 2026 17:10:04 GMT",14,9,0.8,night,59.1,31,1,1,1,1.0,1.0,1,1,0,0,75454
2026-08-30 17:10:57,"Sun, 30 Aug 2026 17:10:50 GMT",8,12,5.2,night,76.4,816,51,9,10,0.57,0.98,2,52,0,1,137696
2026-08-30 17:11:09,"Sun, 30 Aug 2026 17:11:05 GMT",8,13,3.2,night,74.0,443,35,9,6,0.65,1.0,1,35,0,1,135165
2026-08-30 17:11:56,"Sun, 30 Aug 2026 17:11:50 GMT",15,4,0.7,night,72.7,74,1,1,1,1.0,0.5,2,2,0,0,132895
2026-08-30 17:12:08,"Sun, 30 Aug 2026 17:12:05 GMT",15,5,0.5,night,72.7,40,1,1,1,1.0,1.0,1,1,0,0,133662
2026-08-30 17:12:55,"Sun, 30 Aug 2026 17:12:49 GMT",14,10,0.7,night,58.9,16,1,1,1,1.0,1.0,1,1,0,0,74829
2026-08-30 17:13:06,"Sun, 30 Aug 2026 17:13:05 GMT",14,11,0.4,night,58.7,3,0,1,1,0.0,0.0,0,0,0,0,74010
2026-08-30 17:18:20,"Sun, 30 Aug 2026 17:18:04 GMT",11,8,2.7,night,25.8,133,2,2,1,1.0,0.67,2,3,0,0,78015
2026-08-30 17:18:59,"Sun, 30 Aug 2026 17:18:50 GMT",14,12,0.7,night,59.7,0,0,1,1,0.0,0.0,0,0,0,0,75492
2026-08-30 17:19:57,"Sun, 30 Aug 2026 17:19:51 GMT",8,14,2.8,night,76.7,267,20,8,4,0.62,0.91,2,22,0,1,138680
2026-08-30 17:20:09,"Sun, 30 Aug 2026 17:20:06 GMT",12,8,0.7,night,73.2,77,0,1,1,0.0,0.0,0,0,0,0,142454
2026-08-30 17:20:56,"Sun, 30 Aug 2026 17:20:51 GMT",15,6,0.5,night,72.1,98,1,1,1,1.0,1.0,1,1,0,0,133032
2026-08-30 17:21:07,"Sun, 30 Aug 2026 17:21:04 GMT",11,9,1.8,night,25.5,49,0,1,1,0.0,0.0,0,0,0,0,77245
2026-08-30 17:21:54,"Sun, 30 Aug 2026 17:21:49 GMT",14,13,0.4,night,57.5,2,0,1,1,0.0,0.0,0,0,0,0,74233
2026-08-30 17:22:17,"Sun, 30 Aug 2026 17:22:06 GMT",13,6,6.3,night,58.6,3299,59,23,6,0.43,0.25,21,232,0,0,125141
2026-08-30 17:27:30,"Sun, 30 Aug 2026 17:27:04 GMT",11,10,1.3,night,25.7,44,1,1,1,1.0,1.0,1,1,0,0,77190
2026-08-30 17:28:08,"Sun, 30 Aug 2026 17:28:05 GMT",13,7,1.3,night,48.2,82,1,1,1,1.0,0.5,2,2,0,0,109025
2026-08-30 17:28:57,"Sun, 30 Aug 2026 17:28:53 GMT",12,9,0.7,night,72.2,100,0,1,1,0.0,0.0,0,0,0,0,136963
2026-08-30 17:29:14,"Sun, 30 Aug 2026 17:29:08 GMT",12,10,0.4,night,72.7,16,0,1,1,0.0,0.0,0,0,0,0,143268
2026-08-30 17:30:02,"Sun, 30 Aug 2026 17:29:50 GMT",11,11,1.0,night,25.5,24,0,1,1,0.0,0.0,0,0,0,0,78736
2026-08-30 17:30:14,"Sun, 30 Aug 2026 17:30:06 GMT",11,12,0.7,night,25.5,11,0,1,1,0.0,0.0,0,0,0,0,79021
2026-08-30 17:31:02,"Sun, 30 Aug 2026 17:30:52 GMT",13,8,8.4,night,51.2,7947,349,76,11,0.42,0.61,41,574,0,0,95431
2026-08-30 17:31:15,"Sun, 30 Aug 2026 17:31:07 GMT",13,9,2.8,night,47.8,908,29,14,4,0.52,0.5,14,58,0,0,109385
2026-08-30 17:36:39,"Sun, 30 Aug 2026 17:36:04 GMT",14,14,0.4,night,57.9,3,0,1,1,0.0,0.0,0,0,0,0,74319
2026-08-30 17:37:03,"Sun, 30 Aug 2026 17:36:50 GMT",13,10,2.0,night,47.3,564,20,11,4,0.45,0.5,8,40,0,0,110075
2026-08-30 17:37:15,"Sun, 30 Aug 2026 17:37:05 GMT",13,11,1.4,night,47.3,203,6,3,3,0.67,0.46,4,13,0,1,110043
2026-08-30 17:38:02,"Sun, 30 Aug 2026 17:37:52 GMT",12,11,0.4,night,72.4,277,3,2,3,0.5,0.43,5,7,0,0,143538
2026-08-30 17:38:14,"Sun, 30 Aug 2026 17:38:05 GMT",15,7,0.5,night,71.6,161,4,2,3,0.67,0.8,2,5,0,1,132650
2026-08-30 17:39:01,"Sun, 30 Aug 2026 17:38:51 GMT",11,13,0.7,night,25.0,15,0,1,1,0.0,0.0,0,0,0,0,77780
2026-08-30 17:39:13,"Sun, 30 Aug 2026 17:39:06 GMT",14,15,0.5,night,57.1,2,0,1,1,0.0,0.0,0,0,0,0,74762
2026-08-30 17:39:59,"Sun, 30 Aug 2026 17:39:51 GMT",13,12,1.3,night,46.9,25,1,1,1,1.0,1.0,1,1,0,0,108316
2026-08-30 17:40:58,"Sun, 30 Aug 2026 17:40:52 GMT",12,12,1.6,night,67.1,243,2,1,2,1.0,0.5,3,4,0,0,133745
2026-08-30 17:45:46,"Sun, 30 Aug 2026 17:45:05 GMT",14,16,0.3,night,57.4,1,0,1,1,0.0,0.0,0,0,0,0,73895
2026-08-30 17:45:57,"Sun, 30 Aug 2026 17:45:50 GMT",13,13,0.8,night,47.4,0,0,1,1,0.0,0.0,0,0,0,0,110183
2026-08-30 17:46:21,"Sun, 30 Aug 2026 17:46:09 GMT",8,15,1.9,night,76.1,132,0,1,1,0.0,0.0,0,0,0,0,138795
2026-08-30 17:46:57,"Sun, 30 Aug 2026 17:46:51 GMT",12,13,0.7,night,71.7,88,0,1,1,0.0,0.0,0,0,0,0,143410
2026-08-30 17:47:09,"Sun, 30 Aug 2026 17:47:05 GMT",15,8,0.5,night,71.0,196,2,2,2,0.5,0.4,4,5,0,0,133087
2026-08-30 17:47:57,"Sun, 30 Aug 2026 17:47:49 GMT",14,17,0.3,night,57.7,4,0,1,1,0.0,0.0,0,0,0,0,74248
2026-08-30 17:48:08,"Sun, 30 Aug 2026 17:48:04 GMT",14,18,3.3,night,60.0,1347,74,14,9,0.59,0.8,5,92,0,1,80996
2026-08-30 17:48:55,"Sun, 30 Aug 2026 17:48:50 GMT",13,14,0.6,night,47.6,1,0,1,1,0.0,0.0,0,0,0,0,109280
2026-08-30 17:49:07,"Sun, 30 Aug 2026 17:49:06 GMT",8,16,1.3,night,76.2,56,0,1,1,0.0,0.0,0,0,0,0,138699
2026-08-30 17:49:19,"Sun, 30 Aug 2026 17:49:06 GMT",8,17,0.9,night,76.2,8,0,1,1,0.0,0.0,0,0,0,0,138699
2026-08-30 17:49:55,"Sun, 30 Aug 2026 17:49:51 GMT",15,9,1.4,night,66.1,57,0,1,1,0.0,0.0,0,0,0,0,123714
2026-08-30 17:50:07,"Sun, 30 Aug 2026 17:50:06 GMT",15,10,1.0,night,66.1,28,1,1,1,1.0,1.0,1,1,0,0,124093
2026-08-30 17:54:50,"Sun, 30 Aug 2026 17:54:05 GMT",14,19,1.1,night,58.9,46,4,3,2,0.67,1.0,1,4,0,1,75531
2026-08-30 17:55:01,"Sun, 30 Aug 2026 17:54:51 GMT",8,18,1.4,night,76.7,305,14,11,2,0.64,0.56,3,25,0,1,140293
2026-08-30 17:55:13,"Sun, 30 Aug 2026 17:55:06 GMT",8,19,0.9,night,76.5,135,4,4,1,1.0,0.44,3,9,0,0,140196
2026-08-30 17:55:53,"Sun, 30 Aug 2026 17:55:50 GMT",15,11,1.1,night,65.6,304,9,6,2,0.75,0.53,6,17,0,1,122500
2026-08-30 17:56:52,"Sun, 30 Aug 2026 17:56:51 GMT",14,20,0.7,night,56.9,4,0,1,1,0.0,0.0,0,0,0,0,74832
2026-08-30 17:57:04,"Sun, 30 Aug 2026 17:56:51 GMT",14,21,0.5,night,56.9,1,0,1,1,0.0,0.0,0,0,0,0,74832
2026-08-30 17:57:16,"Sun, 30 Aug 2026 17:57:04 GMT",14,22,0.5,night,56.8,9,0,1,1,0.0,0.0,0,0,0,0,74623
2026-08-30 17:58:02,"Sun, 30 Aug 2026 17:57:54 GMT",8,20,0.7,night,77.0,6,0,1,1,0.0,0.0,0,0,0,0,139031
2026-08-30 17:58:14,"Sun, 30 Aug 2026 17:58:08 GMT",8,21,0.5,night,76.9,2,0,1,1,0.0,0.0,0,0,0,0,138603
2026-08-30 17:59:02,"Sun, 30 Aug 2026 17:58:51 GMT",15,12,1.1,night,70.5,298,4,2,4,0.5,0.27,7,15,0,0,131632
2026-08-30 17:59:13,"Sun, 30 Aug 2026 17:59:04 GMT",11,14,0.8,night,23.2,59,0,1,1,0.0,0.0,0,0,0,0,64650
2026-08-30 18:04:06,"Sun, 30 Aug 2026 18:03:50 GMT",8,22,0.6,night,74.4,107,1,1,1,1.0,0.33,3,3,0,0,137957
2026-08-30 18:04:18,"Sun, 30 Aug 2026 18:04:06 GMT",12,14,1.0,night,70.8,1180,15,13,2,0.58,0.23,17,65,0,0,135297
2026-08-30 18:04:55,"Sun, 30 Aug 2026 18:04:49 GMT",15,13,0.8,night,70.4,250,3,1,3,1.0,0.3,6,10,0,0,132399
2026-08-30 18:05:19,"Sun, 30 Aug 2026 18:05:07 GMT",11,15,0.4,night,24.5,18,0,1,1,0.0,0.0,0,0,0,0,77284
2026-08-30 18:05:55,"Sun, 30 Aug 2026 18:05:49 GMT",14,23,1.8,night,58.2,444,27,6,8,0.56,0.84,3,32,0,1,78478
2026-08-30 18:06:07,"Sun, 30 Aug 2026 18:06:05 GMT",13,15,4.2,night,58.5,95,1,1,1,1.0,0.33,3,3,0,0,117855
2026-08-30 18:07:00,"Sun, 30 Aug 2026 18:06:54 GMT",8,23,0.6,night,76.2,422,18,8,4,0.56,0.64,5,28,0,1,140720
2026-08-30 18:07:13,"Sun, 30 Aug 2026 18:07:07 GMT",12,15,1.8,night,66.0,950,28,11,7,0.36,0.58,10,48,0,1,133029
2026-08-30 18:08:13,"Sun, 30 Aug 2026 18:08:06 GMT",11,16,0.4,night,24.6,42,3,3,1,1.0,1.0,1,3,0,1,77680
2026-08-30 18:13:14,"Sun, 30 Aug 2026 18:13:05 GMT",12,16,1.2,night,65.7,339,3,2,2,0.75,0.43,5,7,0,0,133053
2026-08-30 18:14:01,"Sun, 30 Aug 2026 18:13:52 GMT",11,17,0.3,night,24.5,18,0,1,1,0.0,0.0,0,0,0,0,78109
2026-08-30 18:14:12,"Sun, 30 Aug 2026 18:14:04 GMT",11,18,0.3,night,24.5,13,0,1,1,0.0,0.0,0,0,0,0,78047
2026-08-30 18:14:59,"Sun, 30 Aug 2026 18:14:53 GMT",13,16,8.6,night,46.7,10142,357,80,11,0.41,0.48,39,750,0,0,87201
2026-08-30 18:15:11,"Sun, 30 Aug 2026 18:15:05 GMT",13,17,3.4,night,46.3,795,33,15,5,0.44,0.61,10,54,0,0,108094
2026-08-30 18:16:06,"Sun, 30 Aug 2026 18:15:51 GMT",12,17,0.8,night,65.8,174,1,1,1,1.0,1.0,1,1,0,0,132460
2026-08-30 18:16:18,"Sun, 30 Aug 2026 18:16:07 GMT",12,18,0.6,night,65.8,73,0,1,1,0.0,0.0,0,0,0,0,132534
2026-08-30 18:16:53,"Sun, 30 Aug 2026 18:16:49 GMT",11,19,0.2,night,24.7,29,2,2,2,0.5,1.0,1,2,0,0,78273
2026-08-30 18:17:16,"Sun, 30 Aug 2026 18:17:06 GMT",11,20,0.2,night,24.6,24,1,1,1,1.0,1.0,1,1,0,0,78262
2026-08-30 18:22:23,"Sun, 30 Aug 2026 18:22:05 GMT",15,14,1.1,night,65.4,157,2,1,2,1.0,0.4,4,5,0,0,121559
2026-08-30 18:22:59,"Sun, 30 Aug 2026 18:22:50 GMT",11,21,0.7,night,25.4,15,0,1,1,0.0,0.0,0,0,0,0,77375
2026-08-30 18:23:11,"Sun, 30 Aug 2026 18:23:04 GMT",14,24,0.8,night,56.7,9,0,1,1,0.0,0.0,0,0,0,0,74931
2026-08-30 18:23:59,"Sun, 30 Aug 2026 18:23:49 GMT",13,18,2.9,night,44.7,777,11,6,3,0.61,0.31,10,35,0,0,103773
