utc,last_modified,preset,n,dist,dist2,mode,bright,px,pxlo,edge,blob,blob2,bw,bh,fill,dom,dom2,cx,cy,bpk,bsat,bact,nblobs,blocks,vetoed,veto30,hit,bytes
2026-09-13 00:00:09,"Sun, 13 Sep 2026 00:00:05 GMT",12,1647,0.3,8.6,night,74.0,765,2604,6.66,7,4,4,4,0.44,0.25,0.5,0.548,0.963,180,0.0,0.266,15,28,0,4,0,149355
2026-09-13 00:00:58,"Sun, 13 Sep 2026 00:00:49 GMT",11,1664,0.8,8.8,night,22.8,553,1184,2.63,15,11,6,4,0.62,0.47,0.58,0.281,0.698,248,0.0,0.172,7,32,0,2,1,66169
2026-09-13 00:01:10,"Sun, 13 Sep 2026 00:01:04 GMT",14,2360,0.3,13.9,night,58.5,68,176,2.6,2,0,2,1,1.0,1.0,0.0,0.255,0.444,255,1.0,0.349,1,2,0,1,0,75448
2026-09-13 00:01:59,"Sun, 13 Sep 2026 00:01:50 GMT",18,1225,1.7,5.7,night,47.2,192,741,4.52,16,0,6,4,0.67,1.0,1.0,0.035,0.382,164,0.0,0.061,1,16,0,0,1,110553
2026-09-13 00:02:15,"Sun, 13 Sep 2026 00:02:04 GMT",18,1226,1.2,5.8,night,47.2,255,552,4.51,19,0,6,4,0.79,1.0,1.0,0.041,0.381,181,0.0,0.1,1,19,0,0,1,110100
2026-09-13 00:02:52,"Sun, 13 Sep 2026 00:02:51 GMT",12,1648,0.8,8.5,night,72.3,675,2496,6.62,5,5,4,5,0.25,0.22,0.5,0.485,0.926,185,0.0,0.213,11,23,0,1,0,147591
2026-09-13 00:03:09,"Sun, 13 Sep 2026 00:03:06 GMT",15,1762,0.9,8.9,night,71.9,237,1400,5.83,2,2,2,1,1.0,0.33,0.0,0.443,0.463,133,0.0,0.107,3,6,0,2,0,134310
2026-09-13 00:03:58,"Sun, 13 Sep 2026 00:03:50 GMT",11,1665,0.7,9.0,night,24.4,591,1130,2.93,10,9,4,4,0.62,0.26,0.31,0.518,0.385,27,0.0,0.219,10,38,0,3,0,80583
2026-09-13 00:04:14,"Sun, 13 Sep 2026 00:04:05 GMT",14,2361,0.9,13.9,night,61.7,164,332,2.72,5,3,3,3,0.56,0.56,0.62,0.271,0.43,255,1.0,0.194,3,9,0,1,1,80063
2026-09-13 00:04:51,"Sun, 13 Sep 2026 00:04:49 GMT",18,1227,1.2,5.9,night,47.3,309,753,4.46,16,4,10,3,0.53,0.76,0.8,0.949,0.947,179,0.0,0.06,3,21,0,0,0,110894
