utc,sast,cam,mode,preset,source,logged_blob,md_animal_conf,keep,keep_conf,prediction_common,prediction_class,prediction_score,n_detections,md_bw_blocks,md_bh_blocks,md_cx,md_cy,model_version,path
2026-09-03 16:03:53,2026-09-03 18:03:53,satara,night,23,frames,433,0.0,0,0.15,blank,,0.9972,0,,,,,4.0.3a,frames/satara/20260903/160353_p23_blob0433_f0.37.jpg
2026-09-03 16:04:52,2026-09-03 18:04:52,satara,night,4,frames,716,0.0245,0,0.15,blank,,0.9968,4,1.9,1.7,0.719,0.358,4.0.3a,frames/satara/20260903/160452_p4_blob0716_f0.39.jpg
2026-09-03 16:21:51,2026-09-03 18:21:51,satara,night,30,frames,102,0.0,0,0.15,blank,,0.9962,0,,,,,4.0.3a,frames/satara/20260903/162151_p30_blob0102_f0.44.jpg
2026-09-03 16:23:02,2026-09-03 18:23:02,satara,night,3,frames,134,0.0102,0,0.15,blank,,0.9996,1,1.1,1.4,0.112,0.602,4.0.3a,frames/satara/20260903/162302_p3_blob0134_f0.33.jpg
2026-09-03 16:24:01,2026-09-03 18:24:01,satara,night,4,frames,182,0.1838,1,0.15,blank,,0.9964,5,3.8,3.8,0.968,0.427,4.0.3a,frames/satara/20260903/162401_p4_blob0182_f0.32.jpg
2026-09-03 16:27:08,2026-09-03 18:27:08,satara,night,4,frames,51,0.0352,0,0.15,blank,,0.9982,3,1.3,1.4,0.789,0.05,4.0.3a,frames/satara/20260903/162708_p4_blob0051_f0.42.jpg
2026-09-03 16:38:56,2026-09-03 18:38:56,satara,night,4,frames,41,0.033,0,0.15,blank,,0.9928,3,3.9,2.0,0.731,0.359,4.0.3a,frames/satara/20260903/163856_p4_blob0041_f0.34.jpg
2026-09-03 16:39:08,2026-09-03 18:39:08,satara,night,5,frames,932,0.0211,0,0.15,blank,,0.9919,2,5.4,3.6,0.031,0.634,4.0.3a,frames/satara/20260903/163908_p5_blob0932_f0.41.jpg
2026-09-03 16:39:20,2026-09-03 18:39:20,satara,night,5,frames,703,0.0211,0,0.15,blank,,0.9919,2,5.4,3.6,0.031,0.634,4.0.3a,frames/satara/20260903/163920_p5_blob0703_f0.38.jpg
2026-09-03 16:43:48,2026-09-03 18:43:48,satara,night,2,frames,20,0.0284,0,0.15,blank,,0.9988,2,1.9,3.9,0.01,0.918,4.0.3a,frames/satara/20260903/164348_p2_blob0020_f0.42.jpg
2026-09-03 16:56:00,2026-09-03 18:56:00,satara,night,30,frames,15,0.0,0,0.15,blank,,0.9976,0,,,,,4.0.3a,frames/satara/20260903/165600_p30_blob0015_f0.75.jpg
2026-09-03 16:56:12,2026-09-03 18:56:12,satara,night,30,frames,6,0.0,0,0.15,blank,,0.9972,0,,,,,4.0.3a,frames/satara/20260903/165612_p30_blob0006_f0.60.jpg
2026-09-03 16:58:12,2026-09-03 18:58:12,satara,night,5,frames,198,0.0,0,0.15,blank,,0.9875,1,85.1,32.3,0.557,0.452,4.0.3a,frames/satara/20260903/165812_p5_blob0198_f0.38.jpg
2026-09-03 17:00:01,2026-09-03 19:00:01,satara,night,30,frames,3,0.0191,0,0.15,blank,,0.9999,2,3.9,2.8,0.853,0.401,4.0.3a,frames/satara/20260903/170001_p30_blob0003_f0.50.jpg
2026-09-03 17:13:03,2026-09-03 19:13:03,satara,night,4,frames,1,0.0465,0,0.15,blank,,0.9956,2,3.9,3.7,0.966,0.426,4.0.3a,frames/satara/20260903/171303_p4_blob0001_f1.00.jpg
2026-09-03 17:19:04,2026-09-03 19:19:04,satara,night,30,frames,2,0.0,0,0.15,blank,,0.9972,0,,,,,4.0.3a,frames/satara/20260903/171904_p30_blob0002_f1.00.jpg
2026-09-03 17:20:16,2026-09-03 19:20:16,satara,night,4,frames,3,0.2002,1,0.15,blank,,0.9964,2,4.2,3.7,0.966,0.426,4.0.3a,frames/satara/20260903/172016_p4_blob0003_f0.75.jpg
2026-09-03 17:21:04,2026-09-03 19:21:04,satara,night,5,frames,3,0.0,0,0.15,blank,,0.9961,0,,,,,4.0.3a,frames/satara/20260903/172104_p5_blob0003_f0.75.jpg
2026-09-03 17:30:22,2026-09-03 19:30:22,satara,night,30,frames,13,0.0239,0,0.15,blank,,1.0,1,3.1,9.3,0.016,0.438,4.0.3a,frames/satara/20260903/173022_p30_blob0013_f0.81.jpg
2026-09-03 17:30:45,2026-09-03 19:30:45,satara,night,34,frames,2,0.0,0,0.15,blank,,0.9927,0,,,,,4.0.3a,frames/satara/20260903/173045_p34_blob0002_f1.00.jpg
2026-09-03 17:32:18,2026-09-03 19:32:18,satara,night,5,frames,140,0.0398,0,0.15,blank,,0.9976,1,4.4,3.4,0.035,0.632,4.0.3a,frames/satara/20260903/173218_p5_blob0140_f0.30.jpg
2026-09-03 17:35:52,2026-09-03 19:35:52,satara,night,4,frames,3,0.028,0,0.15,blank,,0.9976,1,3.9,3.8,0.966,0.427,4.0.3a,frames/satara/20260903/173552_p4_blob0003_f0.75.jpg
2026-09-03 17:47:28,2026-09-03 19:47:28,satara,night,4,frames,5,0.1379,0,0.15,blank,,0.9899,1,3.9,3.7,0.966,0.426,4.0.3a,frames/satara/20260903/174728_p4_blob0005_f0.83.jpg
2026-09-03 17:48:53,2026-09-03 19:48:53,satara,night,30,frames,4,0.0,0,0.15,blank,,0.996,0,,,,,4.0.3a,frames/satara/20260903/174853_p30_blob0004_f0.67.jpg
2026-09-03 17:49:54,2026-09-03 19:49:54,satara,night,3,frames,11,0.0,0,0.15,blank,,0.9888,0,,,,,4.0.3a,frames/satara/20260903/174954_p3_blob0011_f0.55.jpg
2026-09-03 17:54:57,2026-09-03 19:54:57,satara,night,33,frames,473,0.0,0,0.15,blank,,0.9942,0,,,,,4.0.3a,frames/satara/20260903/175457_p33_blob0473_f0.29.jpg
2026-09-03 18:01:57,2026-09-03 20:01:57,satara,night,4,frames,7,0.0366,0,0.15,blank,,0.9958,3,3.8,3.8,0.967,0.427,4.0.3a,frames/satara/20260903/180157_p4_blob0007_f0.58.jpg
2026-09-03 18:02:09,2026-09-03 20:02:09,satara,night,4,frames,3,0.0484,0,0.15,blank,,0.9957,2,3.8,3.8,0.967,0.427,4.0.3a,frames/satara/20260903/180209_p4_blob0003_f0.50.jpg
2026-09-03 18:06:02,2026-09-03 20:06:02,satara,night,4,frames,4,0.038,0,0.15,blank,,0.999,3,2.2,3.2,0.988,0.571,4.0.3a,frames/satara/20260903/180602_p4_blob0004_f0.67.jpg
2026-09-03 18:08:21,2026-09-03 20:08:21,satara,night,30,frames,2,0.0,0,0.15,blank,,0.9968,0,,,,,4.0.3a,frames/satara/20260903/180821_p30_blob0002_f0.50.jpg
2026-09-03 18:26:01,2026-09-03 20:26:01,satara,night,35,frames,526,0.0446,0,0.15,blank,,0.9935,4,5.3,4.7,0.201,0.617,4.0.3a,frames/satara/20260903/182601_p35_blob0526_f0.31.jpg
2026-09-03 18:27:01,2026-09-03 20:27:01,satara,night,30,frames,6,0.012,0,0.15,blank,,0.9992,2,1.0,1.1,0.412,0.344,4.0.3a,frames/satara/20260903/182701_p30_blob0006_f0.75.jpg
2026-09-03 18:28:14,2026-09-03 20:28:14,satara,night,3,frames,13,0.0157,0,0.15,blank,,0.9918,1,1.6,4.7,0.992,0.628,4.0.3a,frames/satara/20260903/182814_p3_blob0013_f0.43.jpg
2026-09-03 18:31:59,2026-09-03 20:31:59,satara,night,3,frames,492,0.0,0,0.15,blank,,0.9925,0,,,,,4.0.3a,frames/satara/20260903/183159_p3_blob0492_f0.32.jpg
2026-09-03 18:46:12,2026-09-03 20:46:12,satara,night,30,frames,12,0.0105,0,0.15,blank,,0.9981,1,3.9,2.8,0.851,0.399,4.0.3a,frames/satara/20260903/184612_p30_blob0012_f0.67.jpg
2026-09-03 18:47:01,2026-09-03 20:47:01,satara,night,3,frames,9,0.0,0,0.15,blank,,0.9926,0,,,,,4.0.3a,frames/satara/20260903/184701_p3_blob0009_f0.50.jpg
2026-09-03 18:51:25,2026-09-03 20:51:25,satara,night,4,frames,14,0.1548,1,0.15,blank,,0.9957,3,3.9,3.8,0.965,0.425,4.0.3a,frames/satara/20260903/185125_p4_blob0014_f0.40.jpg
2026-09-03 18:53:13,2026-09-03 20:53:13,satara,night,30,frames,347,0.023,0,0.15,blank,,0.9966,1,3.2,2.6,0.426,0.603,4.0.3a,frames/satara/20260903/185313_p30_blob0347_f0.31.jpg
2026-09-03 18:58:18,2026-09-03 20:58:18,satara,night,3,frames,2,0.0345,0,0.15,blank,,0.9996,1,1.1,1.5,0.112,0.601,4.0.3a,frames/satara/20260903/185818_p3_blob0002_f1.00.jpg
2026-09-03 18:59:16,2026-09-03 20:59:16,satara,night,4,frames,6,0.3138,1,0.15,no cv result,no cv result,0.988,6,3.7,3.7,0.966,0.426,4.0.3a,frames/satara/20260903/185916_p4_blob0006_f0.40.jpg
2026-09-03 19:05:17,2026-09-03 21:05:17,satara,night,30,frames,4,0.0,0,0.15,blank,,0.9972,0,,,,,4.0.3a,frames/satara/20260903/190517_p30_blob0004_f1.00.jpg
2026-09-03 19:06:15,2026-09-03 21:06:15,satara,night,4,frames,5,0.3771,1,0.15,blank,,0.9902,4,3.8,3.8,0.967,0.425,4.0.3a,frames/satara/20260903/190615_p4_blob0005_f0.83.jpg
2026-09-03 19:16:16,2026-09-03 21:16:16,satara,night,30,frames,24,0.0,0,0.15,blank,,0.9945,0,,,,,4.0.3a,frames/satara/20260903/191616_p30_blob0024_f0.80.jpg
2026-09-03 19:18:16,2026-09-03 21:18:16,satara,night,31,frames,267,0.0,0,0.15,blank,,0.9962,0,,,,,4.0.3a,frames/satara/20260903/191816_p31_blob0267_f0.46.jpg
2026-09-03 19:18:52,2026-09-03 21:18:52,satara,night,35,frames,49,0.0,0,0.15,blank,,0.9975,0,,,,,4.0.3a,frames/satara/20260903/191852_p35_blob0049_f0.30.jpg
2026-09-03 19:19:03,2026-09-03 21:19:03,satara,night,35,frames,24,0.0,0,0.15,blank,,0.9975,0,,,,,4.0.3a,frames/satara/20260903/191903_p35_blob0024_f0.33.jpg
2026-09-03 19:33:53,2026-09-03 21:33:53,satara,night,31,frames,4,0.1523,1,0.15,blank,,0.9997,11,2.5,1.7,0.528,0.502,4.0.3a,frames/satara/20260903/193353_p31_blob0004_f1.00.jpg
2026-09-03 19:37:00,2026-09-03 21:37:00,satara,night,4,frames,7,0.0726,0,0.15,blank,,0.9928,2,3.9,3.8,0.966,0.425,4.0.3a,frames/satara/20260903/193700_p4_blob0007_f0.58.jpg
2026-09-03 19:37:11,2026-09-03 21:37:11,satara,night,5,frames,30,0.0531,0,0.15,blank,,0.998,2,4.4,3.9,0.035,0.637,4.0.3a,frames/satara/20260903/193711_p5_blob0030_f0.38.jpg
2026-09-03 19:37:58,2026-09-03 21:37:58,satara,night,35,frames,380,0.0182,0,0.15,blank,,0.9977,1,3.6,5.0,0.311,0.6,4.0.3a,frames/satara/20260903/193758_p35_blob0380_f0.31.jpg
2026-09-03 19:42:59,2026-09-03 21:42:59,satara,night,30,frames,12,0.0247,0,0.15,blank,,0.9999,2,3.1,9.4,0.016,0.441,4.0.3a,frames/satara/20260903/194259_p30_blob0012_f0.86.jpg
2026-09-03 19:44:58,2026-09-03 21:44:58,satara,night,31,frames,5,0.1252,0,0.15,blank,,0.993,11,2.8,2.5,0.302,0.669,4.0.3a,frames/satara/20260903/194458_p31_blob0005_f1.00.jpg
2026-09-03 19:46:21,2026-09-03 21:46:21,satara,night,30,frames,13,0.201,1,0.15,blank,,0.9996,2,4.3,2.8,0.851,0.399,4.0.3a,frames/satara/20260903/194621_p30_blob0013_f0.62.jpg
2026-09-03 19:46:58,2026-09-03 21:46:58,satara,night,34,frames,573,0.0,0,0.15,blank,,0.9957,0,,,,,4.0.3a,frames/satara/20260903/194658_p34_blob0573_f0.39.jpg
2026-09-03 19:56:11,2026-09-03 21:56:11,satara,night,5,frames,7,0.0257,0,0.15,blank,,0.9985,1,1.0,0.7,0.727,0.412,4.0.3a,frames/satara/20260903/195611_p5_blob0007_f0.58.jpg
2026-09-03 19:59:56,2026-09-03 21:59:56,satara,night,5,frames,4,0.0556,0,0.15,blank,,0.9998,2,1.1,0.7,0.728,0.412,4.0.3a,frames/satara/20260903/195956_p5_blob0004_f1.00.jpg
2026-09-03 20:02:18,2026-09-03 22:02:18,satara,night,36,frames,413,0.0,0,0.15,blank,,0.9913,0,,,,,4.0.3a,frames/satara/20260903/200218_p36_blob0413_f0.40.jpg
2026-09-03 20:02:53,2026-09-03 22:02:53,satara,night,4,frames,2,0.081,0,0.15,blank,,0.9897,3,3.8,3.8,0.967,0.425,4.0.3a,frames/satara/20260903/200253_p4_blob0002_f1.00.jpg
2026-09-03 20:18:11,2026-09-03 22:18:11,satara,night,4,frames,1,0.0487,0,0.15,blank,,0.9925,3,2.5,3.9,0.845,0.764,4.0.3a,frames/satara/20260903/201811_p4_blob0001_f1.00.jpg
2026-09-03 20:20:00,2026-09-03 22:20:00,satara,night,2,frames,1,0.0177,0,0.15,blank,,0.9996,2,1.9,2.9,0.01,0.91,4.0.3a,frames/satara/20260903/202000_p2_blob0001_f1.00.jpg
2026-09-03 20:21:00,2026-09-03 22:21:00,satara,night,30,frames,6,0.0232,0,0.15,blank,,0.9996,2,4.2,2.8,0.851,0.399,4.0.3a,frames/satara/20260903/202100_p30_blob0006_f0.75.jpg
2026-09-03 20:24:12,2026-09-03 22:24:12,satara,night,30,frames,3,0.0,0,0.15,blank,,0.9963,0,,,,,4.0.3a,frames/satara/20260903/202412_p30_blob0003_f0.75.jpg
2026-09-03 20:35:57,2026-09-03 22:35:57,satara,night,30,frames,2,0.0257,0,0.15,blank,,0.9991,1,3.9,2.6,0.849,0.397,4.0.3a,frames/satara/20260903/203557_p30_blob0002_f1.00.jpg
2026-09-03 20:37:33,2026-09-03 22:37:33,satara,night,4,frames,3,0.0391,0,0.15,blank,,0.9958,2,2.6,4.5,0.844,0.769,4.0.3a,frames/satara/20260903/203733_p4_blob0003_f1.00.jpg
2026-09-03 20:37:57,2026-09-03 22:37:57,satara,night,31,frames,2,0.2582,1,0.15,blank,,0.9993,10,3.9,2.6,0.298,0.67,4.0.3a,frames/satara/20260903/203757_p31_blob0002_f1.00.jpg
2026-09-03 20:39:22,2026-09-03 22:39:22,satara,night,30,frames,4,0.0,0,0.15,blank,,0.9961,0,,,,,4.0.3a,frames/satara/20260903/203922_p30_blob0004_f0.67.jpg
2026-09-03 20:56:03,2026-09-03 22:56:03,satara,night,4,frames,1,0.048,0,0.15,blank,,0.995,3,4.1,3.8,0.966,0.425,4.0.3a,frames/satara/20260903/205603_p4_blob0001_f1.00.jpg
2026-09-03 21:07:33,2026-09-03 23:07:33,satara,night,4,frames,1,0.1581,1,0.15,blank,,0.9923,4,4.1,3.8,0.964,0.425,4.0.3a,frames/satara/20260903/210733_p4_blob0001_f1.00.jpg
2026-09-03 21:25:09,2026-09-03 23:25:09,satara,night,34,frames,7,0.0,0,0.15,blank,,0.9842,0,,,,,4.0.3a,frames/satara/20260903/212509_p34_blob0007_f0.44.jpg
2026-09-03 21:25:57,2026-09-03 23:25:57,satara,night,4,frames,3,0.0888,0,0.15,blank,,0.9915,2,3.9,3.8,0.964,0.425,4.0.3a,frames/satara/20260903/212557_p4_blob0003_f1.00.jpg
2026-09-03 21:28:09,2026-09-03 23:28:09,satara,night,30,frames,610,0.0188,0,0.15,blank,,0.9988,1,3.2,2.7,0.429,0.598,4.0.3a,frames/satara/20260903/212809_p30_blob0610_f0.38.jpg
2026-09-03 21:28:21,2026-09-03 23:28:21,satara,night,30,frames,116,0.0188,0,0.15,blank,,0.9988,1,3.2,2.7,0.429,0.598,4.0.3a,frames/satara/20260903/212821_p30_blob0116_f0.25.jpg
2026-09-03 21:39:58,2026-09-03 23:39:58,satara,night,30,frames,7,0.0,0,0.15,blank,,0.9948,0,,,,,4.0.3a,frames/satara/20260903/213958_p30_blob0007_f0.58.jpg
2026-09-03 21:40:10,2026-09-03 23:40:10,satara,night,30,frames,4,0.0202,0,0.15,blank,,0.9998,1,3.9,3.0,0.849,0.401,4.0.3a,frames/satara/20260903/214010_p30_blob0004_f0.50.jpg
2026-09-03 21:41:11,2026-09-03 23:41:11,satara,night,4,frames,2,0.0161,0,0.15,blank,,0.9994,2,1.1,1.2,0.812,0.262,4.0.3a,frames/satara/20260903/214111_p4_blob0002_f1.00.jpg
2026-09-03 21:48:53,2026-09-03 23:48:53,satara,night,4,frames,3,0.0392,0,0.15,blank,,0.997,3,3.9,3.9,0.965,0.426,4.0.3a,frames/satara/20260903/214853_p4_blob0003_f0.75.jpg
2026-09-03 21:51:03,2026-09-03 23:51:03,satara,night,30,frames,3,0.0107,0,0.15,blank,,0.9987,1,6.3,3.2,0.332,0.547,4.0.3a,frames/satara/20260903/215103_p30_blob0003_f0.75.jpg
2026-09-03 21:53:05,2026-09-03 23:53:05,satara,night,4,frames,1,0.0807,0,0.15,blank,,0.9955,2,4.1,3.8,0.964,0.425,4.0.3a,frames/satara/20260903/215305_p4_blob0001_f1.00.jpg
2026-09-03 22:04:57,2026-09-04 00:04:57,satara,night,31,frames,1,0.2176,1,0.15,blank,,0.9995,10,2.3,1.8,0.528,0.503,4.0.3a,frames/satara/20260903/220457_p31_blob0001_f1.00.jpg
2026-09-03 22:09:11,2026-09-04 00:09:11,satara,night,2,frames,4,0.0,0,0.15,blank,,0.992,0,,,,,4.0.3a,frames/satara/20260903/220911_p2_blob0004_f0.67.jpg
2026-09-03 22:21:54,2026-09-04 00:21:54,satara,night,34,frames,95,0.0,0,0.15,blank,,0.9958,0,,,,,4.0.3a,frames/satara/20260903/222154_p34_blob0095_f0.33.jpg
2026-09-03 22:25:11,2026-09-04 00:25:11,satara,night,30,frames,10,0.0174,0,0.15,blank,,0.9989,1,3.5,1.7,0.331,0.53,4.0.3a,frames/satara/20260903/222511_p30_blob0010_f0.62.jpg
2026-09-03 22:26:56,2026-09-04 00:26:56,satara,night,4,frames,12,0.0378,0,0.15,blank,,0.9982,1,2.3,3.9,0.844,0.762,4.0.3a,frames/satara/20260903/222656_p4_blob0012_f0.60.jpg
2026-09-03 22:28:52,2026-09-04 00:28:52,satara,night,30,frames,9,0.0141,0,0.15,blank,,0.9978,1,3.9,2.6,0.851,0.397,4.0.3a,frames/satara/20260903/222852_p30_blob0009_f0.64.jpg
2026-09-03 22:34:50,2026-09-04 00:34:50,satara,night,4,frames,4,0.014,0,0.15,blank,,0.999,1,2.3,3.8,0.844,0.761,4.0.3a,frames/satara/20260903/223450_p4_blob0004_f1.00.jpg
2026-09-03 22:37:06,2026-09-04 00:37:06,satara,night,36,frames,277,0.0,0,0.15,blank,,0.9778,0,,,,,4.0.3a,frames/satara/20260903/223706_p36_blob0277_f0.29.jpg
2026-09-03 22:37:18,2026-09-04 00:37:18,satara,night,36,frames,17,0.0,0,0.15,blank,,0.9778,0,,,,,4.0.3a,frames/satara/20260903/223718_p36_blob0017_f0.85.jpg
2026-09-03 22:43:08,2026-09-04 00:43:08,satara,night,35,frames,287,0.0,0,0.15,blank,,0.9889,0,,,,,4.0.3a,frames/satara/20260903/224308_p35_blob0287_f0.31.jpg
2026-09-03 22:49:03,2026-09-04 00:49:03,satara,night,3,frames,2,0.6614,1,0.15,animal,,0.6614,1,7.5,4.9,0.443,0.16,4.0.3a,frames/satara/20260903/224903_p3_blob0002_f1.00.jpg
2026-09-03 22:49:15,2026-09-04 00:49:15,satara,night,4,frames,3,0.012,0,0.15,blank,,0.9997,3,1.2,1.1,0.461,0.52,4.0.3a,frames/satara/20260903/224915_p4_blob0003_f0.75.jpg
2026-09-03 22:50:01,2026-09-04 00:50:01,satara,night,40,frames,55,0.1245,0,0.15,blank,,0.9932,2,3.8,5.7,0.586,0.428,4.0.3a,frames/satara/20260903/225001_p40_blob0055_f0.37.jpg
2026-09-03 22:53:00,2026-09-04 00:53:00,satara,night,4,frames,2,0.0,0,0.15,blank,,0.9933,0,,,,,4.0.3a,frames/satara/20260903/225300_p4_blob0002_f1.00.jpg
2026-09-03 23:01:28,2026-09-04 01:01:28,satara,night,4,frames,1,0.03,0,0.15,blank,,0.9973,3,1.3,1.3,0.788,0.049,4.0.3a,frames/satara/20260903/230128_p4_blob0001_f1.00.jpg
2026-09-03 23:05:07,2026-09-04 01:05:07,satara,night,5,frames,4,0.0541,0,0.15,blank,,0.9962,2,4.6,3.6,0.034,0.634,4.0.3a,frames/satara/20260903/230507_p5_blob0004_f0.67.jpg
2026-09-03 23:05:19,2026-09-04 01:05:19,satara,night,5,frames,3,0.0541,0,0.15,blank,,0.9962,2,4.6,3.6,0.034,0.634,4.0.3a,frames/satara/20260903/230519_p5_blob0003_f0.50.jpg
2026-09-03 23:07:24,2026-09-04 01:07:24,satara,night,36,frames,15,0.0,0,0.15,blank,,0.9827,0,,,,,4.0.3a,frames/satara/20260903/230724_p36_blob0015_f0.50.jpg
2026-09-03 23:20:10,2026-09-04 01:20:10,satara,night,4,frames,652,0.0,0,0.15,blank,,0.9971,0,,,,,4.0.3a,frames/satara/20260903/232010_p4_blob0652_f0.39.jpg
2026-09-03 23:24:02,2026-09-04 01:24:02,satara,night,4,frames,21,0.0198,0,0.15,blank,,0.9994,1,1.7,2.7,0.846,0.766,4.0.3a,frames/satara/20260903/232402_p4_blob0021_f0.35.jpg
2026-09-03 23:24:14,2026-09-04 01:24:14,satara,night,31,frames,1,0.2571,1,0.15,blank,,0.9999,8,1.8,1.8,0.525,0.503,4.0.3a,frames/satara/20260903/232414_p31_blob0001_f1.00.jpg
2026-09-03 23:27:16,2026-09-04 01:27:16,satara,night,4,frames,2,0.0106,0,0.15,blank,,0.9994,1,6.0,9.1,0.031,0.61,4.0.3a,frames/satara/20260903/232716_p4_blob0002_f1.00.jpg
2026-09-03 23:31:42,2026-09-04 01:31:42,satara,night,4,frames,1,0.0316,0,0.15,blank,,0.9998,3,1.0,1.4,0.812,0.258,4.0.3a,frames/satara/20260903/233142_p4_blob0001_f1.00.jpg
2026-09-03 23:35:22,2026-09-04 01:35:22,satara,night,40,frames,361,0.0,0,0.15,blank,,0.9928,0,,,,,4.0.3a,frames/satara/20260903/233522_p40_blob0361_f0.30.jpg
2026-09-03 23:36:57,2026-09-04 01:36:57,satara,night,41,frames,709,0.0,0,0.15,blank,,0.9844,0,,,,,4.0.3a,frames/satara/20260903/233657_p41_blob0709_f0.39.jpg
2026-09-03 23:39:20,2026-09-04 01:39:20,satara,night,5,frames,1,0.034,0,0.15,blank,,0.9978,1,1.0,0.7,0.727,0.412,4.0.3a,frames/satara/20260903/233920_p5_blob0001_f1.00.jpg
2026-09-03 23:58:58,2026-09-04 01:58:58,satara,night,2,frames,2,0.0,0,0.15,blank,,0.9988,1,1.9,5.0,0.01,0.93,4.0.3a,frames/satara/20260903/235858_p2_blob0002_f1.00.jpg
