utc,sast,cam,mode,preset,source,logged_blob,md_animal_conf,keep,keep_conf,prediction_common,prediction_class,prediction_score,n_detections,md_bw_blocks,md_bh_blocks,md_cx,md_cy,model_version,path
2026-09-10 03:15:52,2026-09-10 05:15:52,satara,night,2,hits,150,0.0,0,0.15,blank,,0.995,0,,,,,4.0.3a,hits/satara/20260910/031552_p2_blob150.jpg
2026-09-10 03:32:15,2026-09-10 05:32:15,satara,night,48,hits,132,0.0251,0,0.15,blank,,0.9995,1,1.0,1.5,0.461,0.62,4.0.3a,hits/satara/20260910/033215_p48_blob132.jpg
2026-09-10 04:22:03,2026-09-10 06:22:03,satara,day,22,hits,192,0.0236,0,0.3,blank,,0.9999,1,1.9,1.4,0.947,0.194,4.0.3a,hits/satara/20260910/042203_p22_blob192.jpg
2026-09-10 04:22:15,2026-09-10 06:22:15,satara,day,6,hits,64,0.0,0,0.3,blank,,0.9441,0,,,,,4.0.3a,hits/satara/20260910/042215_p6_blob64.jpg
2026-09-10 04:23:15,2026-09-10 06:23:15,satara,day,59,hits,485,0.0152,0,0.3,blank,,0.994,2,2.6,3.1,0.703,0.072,4.0.3a,hits/satara/20260910/042315_p59_blob485.jpg
2026-09-10 04:24:15,2026-09-10 06:24:15,satara,day,130,hits,67,0.0882,0,0.3,blank,,0.9992,8,2.6,2.7,0.527,0.504,4.0.3a,hits/satara/20260910/042415_p130_blob67.jpg
2026-09-10 04:25:02,2026-09-10 06:25:02,satara,day,145,hits,351,0.0191,0,0.3,blank,,0.9966,2,2.5,1.9,0.705,0.435,4.0.3a,hits/satara/20260910/042502_p145_blob351.jpg
2026-09-10 04:25:54,2026-09-10 06:25:54,satara,day,22,hits,246,0.0116,0,0.3,blank,,0.9999,1,2.0,1.5,0.946,0.195,4.0.3a,hits/satara/20260910/042554_p22_blob246.jpg
2026-09-10 04:26:58,2026-09-10 06:26:58,satara,day,59,hits,254,0.0132,0,0.3,blank,,0.9986,4,2.7,2.7,0.617,0.519,4.0.3a,hits/satara/20260910/042658_p59_blob254.jpg
2026-09-10 04:29:02,2026-09-10 06:29:02,satara,day,145,hits,100,0.0181,0,0.3,blank,,0.9947,2,2.2,4.7,0.588,0.473,4.0.3a,hits/satara/20260910/042902_p145_blob100.jpg
2026-09-10 04:29:18,2026-09-10 06:29:18,satara,day,22,hits,85,0.0108,0,0.3,blank,,0.9999,1,5.0,1.7,0.09,0.59,4.0.3a,hits/satara/20260910/042918_p22_blob85.jpg
2026-09-10 04:29:54,2026-09-10 06:29:54,satara,day,6,hits,95,0.015,0,0.3,blank,,0.9851,1,22.3,6.8,0.339,0.636,4.0.3a,hits/satara/20260910/042954_p6_blob95.jpg
2026-09-10 04:32:54,2026-09-10 06:32:54,satara,day,22,hits,173,0.0,0,0.3,blank,,0.9936,0,,,,,4.0.3a,hits/satara/20260910/043254_p22_blob173.jpg
2026-09-10 04:43:13,2026-09-10 06:43:13,satara,day,130,hits,377,0.0795,0,0.3,blank,,0.9992,9,3.7,3.5,0.039,0.641,4.0.3a,hits/satara/20260910/044313_p130_blob377.jpg
2026-09-10 04:45:00,2026-09-10 06:45:00,satara,day,22,hits,797,0.0225,0,0.3,blank,,0.9997,2,1.7,1.4,0.947,0.196,4.0.3a,hits/satara/20260910/044500_p22_blob797.jpg
2026-09-10 04:45:12,2026-09-10 06:45:12,satara,day,6,hits,72,0.0175,0,0.3,blank,,0.9983,4,7.9,2.5,0.41,0.599,4.0.3a,hits/satara/20260910/044512_p6_blob72.jpg
2026-09-10 04:47:03,2026-09-10 06:47:03,satara,day,130,hits,129,0.0683,0,0.3,blank,,0.9999,5,0.9,0.9,0.538,0.315,4.0.3a,hits/satara/20260910/044703_p130_blob129.jpg
2026-09-10 04:49:54,2026-09-10 06:49:54,satara,day,59,hits,534,0.1397,0,0.3,blank,,0.7851,4,22.1,5.9,0.116,0.688,4.0.3a,hits/satara/20260910/044954_p59_blob534.jpg
2026-09-10 04:50:18,2026-09-10 06:50:18,satara,day,59,hits,64,0.0186,0,0.3,blank,,0.8017,1,22.1,6.0,0.116,0.689,4.0.3a,hits/satara/20260910/045018_p59_blob64.jpg
2026-09-10 04:50:57,2026-09-10 06:50:57,satara,day,130,hits,72,0.1191,0,0.3,blank,,0.9999,7,1.3,1.6,0.616,0.292,4.0.3a,hits/satara/20260910/045057_p130_blob72.jpg
2026-09-10 04:52:08,2026-09-10 06:52:08,satara,day,22,hits,65,0.0222,0,0.3,blank,,0.9997,3,1.7,1.3,0.948,0.197,4.0.3a,hits/satara/20260910/045208_p22_blob65.jpg
2026-09-10 04:56:49,2026-09-10 06:56:49,satara,day,22,hits,163,0.0323,0,0.3,blank,,0.9993,3,1.8,1.4,0.948,0.194,4.0.3a,hits/satara/20260910/045649_p22_blob163.jpg
2026-09-10 04:58:16,2026-09-10 06:58:16,satara,day,130,hits,111,0.1416,0,0.3,blank,,0.9994,8,48.7,9.5,0.745,0.458,4.0.3a,hits/satara/20260910/045816_p130_blob111.jpg
2026-09-10 04:59:58,2026-09-10 06:59:58,satara,day,22,hits,239,0.0865,0,0.3,blank,,0.994,2,94.6,19.4,0.507,0.473,4.0.3a,hits/satara/20260910/045958_p22_blob239.jpg
2026-09-10 05:04:11,2026-09-10 07:04:11,satara,day,22,hits,137,0.0212,0,0.3,blank,,0.997,1,95.1,16.8,0.505,0.499,4.0.3a,hits/satara/20260910/050411_p22_blob137.jpg
