utc,sast,cam,mode,preset,source,logged_blob,md_animal_conf,keep,keep_conf,prediction_common,prediction_class,prediction_score,n_detections,md_bw_blocks,md_bh_blocks,md_cx,md_cy,model_version,path
2026-09-14 00:07:17,2026-09-14 02:07:17,talamati,night,1483,frames,5,0.1454,0,0.15,blank,,0.9959,2,1.6,2.2,0.242,0.471,4.0.3a,frames/talamati/20260914/000717_p1483_blob0005_f0.83.jpg
2026-09-14 00:34:53,2026-09-14 02:34:53,talamati,night,1846,frames,970,0.0,0,0.15,blank,,0.9961,0,,,,,4.0.3a,frames/talamati/20260914/003453_p1846_blob0970_f0.21.jpg
2026-09-14 00:56:10,2026-09-14 02:56:10,talamati,night,1483,frames,638,0.0,0,0.15,blank,,0.977,0,,,,,4.0.3a,frames/talamati/20260914/005610_p1483_blob0638_f0.43.jpg
2026-09-14 01:20:02,2026-09-14 03:20:02,talamati,night,1699,frames,130,0.0,0,0.15,no cv result,no cv result,0.9525,5,42.6,27.6,0.777,0.618,4.0.3a,frames/talamati/20260914/012002_p1699_blob0130_f0.38.jpg
2026-09-14 01:36:12,2026-09-14 03:36:12,talamati,night,1485,frames,16,0.0,0,0.15,blank,,0.9982,1,39.5,12.2,0.49,0.545,4.0.3a,frames/talamati/20260914/013612_p1485_blob0016_f0.67.jpg
2026-09-14 01:56:12,2026-09-14 03:56:12,talamati,night,1489,frames,19,0.038,0,0.15,blank,,0.9917,2,2.0,3.3,0.561,0.788,4.0.3a,frames/talamati/20260914/015612_p1489_blob0019_f0.95.jpg
2026-09-14 02:09:33,2026-09-14 04:09:33,talamati,night,1484,frames,5,0.0,0,0.15,blank,,0.996,0,,,,,4.0.3a,frames/talamati/20260914/020933_p1484_blob0005_f0.56.jpg
2026-09-14 02:24:52,2026-09-14 04:24:52,talamati,night,1489,frames,7,0.089,0,0.15,blank,,0.9924,1,1.7,3.6,0.621,0.281,4.0.3a,frames/talamati/20260914/022452_p1489_blob0007_f0.44.jpg
2026-09-14 02:39:58,2026-09-14 04:39:58,talamati,night,1489,frames,1,0.115,0,0.15,blank,,0.9842,3,2.1,3.8,0.624,0.283,4.0.3a,frames/talamati/20260914/023958_p1489_blob0001_f1.00.jpg
2026-09-14 03:03:51,2026-09-14 05:03:51,talamati,night,1489,frames,3,0.0189,0,0.15,blank,,0.9986,2,1.7,1.7,0.51,0.528,4.0.3a,frames/talamati/20260914/030351_p1489_blob0003_f1.00.jpg
2026-09-14 03:24:49,2026-09-14 05:24:49,talamati,night,1697,frames,313,0.0,0,0.15,blank,,0.9833,0,,,,,4.0.3a,frames/talamati/20260914/032449_p1697_blob0313_f0.61.jpg
2026-09-14 03:38:51,2026-09-14 05:38:51,talamati,night,1688,frames,393,0.0538,0,0.15,blank,,0.9822,1,7.6,8.4,0.532,0.509,4.0.3a,frames/talamati/20260914/033851_p1688_blob0393_f0.73.jpg
2026-09-14 04:00:06,2026-09-14 06:00:06,talamati,day,1868,frames,405,0.3294,1,0.3,blank,,0.9999,8,1.3,1.4,0.099,0.284,4.0.3a,frames/talamati/20260914/040006_p1868_blob0405_f0.39.jpg
2026-09-14 04:22:06,2026-09-14 06:22:06,talamati,day,1881,frames,163,0.0137,0,0.3,blank,,0.9998,1,1.0,2.1,0.902,0.47,4.0.3a,frames/talamati/20260914/042206_p1881_blob0163_f0.25.jpg
2026-09-14 04:34:01,2026-09-14 06:34:01,talamati,day,1868,hits,126,0.5075,1,0.3,no cv result,no cv result,0.8278,6,4.8,2.3,0.85,0.298,4.0.3a,hits/talamati/20260914/043401_p1868_blob126.jpg
2026-09-14 04:56:58,2026-09-14 06:56:58,talamati,day,1876,hits,78,0.1682,0,0.3,blank,,0.9981,2,2.7,1.6,0.546,0.631,4.0.3a,hits/talamati/20260914/045658_p1876_blob78.jpg
2026-09-14 04:57:55,2026-09-14 06:57:55,talamati,day,1878,frames,459,0.1511,0,0.3,blank,,0.9981,5,2.0,1.7,0.669,0.508,4.0.3a,frames/talamati/20260914/045755_p1878_blob0459_f0.61.jpg
2026-09-14 04:59:00,2026-09-14 06:59:00,talamati,day,1870,hits,102,0.2058,0,0.3,no cv result,no cv result,0.8521,5,1.5,2.3,0.1,0.261,4.0.3a,hits/talamati/20260914/045900_p1870_blob102.jpg
2026-09-14 05:06:02,2026-09-14 07:06:02,talamati,day,1887,frames,406,0.3144,1,0.3,blank,,0.9994,11,2.5,1.4,0.026,0.742,4.0.3a,frames/talamati/20260914/050602_p1887_blob0406_f0.47.jpg
2026-09-14 05:08:15,2026-09-14 07:08:15,talamati,day,1875,hits,81,0.0651,0,0.3,blank,,0.9998,8,0.7,1.4,0.927,0.507,4.0.3a,hits/talamati/20260914/050815_p1875_blob81.jpg
2026-09-14 05:12:50,2026-09-14 07:12:50,talamati,day,1875,hits,84,0.031,0,0.3,blank,,0.9994,6,1.4,1.4,0.508,0.421,4.0.3a,hits/talamati/20260914/051250_p1875_blob84.jpg
2026-09-14 05:13:15,2026-09-14 07:13:15,talamati,day,1870,hits,133,0.259,0,0.3,blank,,0.9946,4,1.5,3.5,0.622,0.28,4.0.3a,hits/talamati/20260914/051315_p1870_blob133.jpg
2026-09-14 05:25:13,2026-09-14 07:25:13,talamati,day,1876,hits,73,0.1822,0,0.3,blank,,0.9925,4,2.7,1.5,0.545,0.63,4.0.3a,hits/talamati/20260914/052513_p1876_blob73.jpg
2026-09-14 05:28:53,2026-09-14 07:28:53,talamati,day,1881,hits,61,0.0328,0,0.3,blank,,0.9994,3,1.7,0.8,0.435,0.463,4.0.3a,hits/talamati/20260914/052853_p1881_blob61.jpg
2026-09-14 05:29:59,2026-09-14 07:29:59,talamati,day,1876,hits,116,0.0636,0,0.3,blank,,0.998,3,2.7,1.5,0.546,0.631,4.0.3a,hits/talamati/20260914/052959_p1876_blob116.jpg
2026-09-14 05:30:11,2026-09-14 07:30:11,talamati,day,1876,hits,117,0.0632,0,0.3,blank,,0.9975,3,2.8,1.4,0.545,0.631,4.0.3a,hits/talamati/20260914/053011_p1876_blob117.jpg
2026-09-14 05:34:00,2026-09-14 07:34:00,talamati,day,1890,frames,206,0.0142,0,0.3,blank,,0.9999,1,1.7,2.2,0.561,0.396,4.0.3a,frames/talamati/20260914/053400_p1890_blob0206_f0.34.jpg
2026-09-14 05:35:10,2026-09-14 07:35:10,talamati,day,1868,hits,131,0.2429,0,0.3,no cv result,no cv result,0.6823,6,4.9,2.3,0.85,0.298,4.0.3a,hits/talamati/20260914/053510_p1868_blob131.jpg
2026-09-14 05:42:29,2026-09-14 07:42:29,talamati,day,1884,hits,196,0.0,0,0.3,blank,,0.9922,0,,,,,4.0.3a,hits/talamati/20260914/054229_p1884_blob196.jpg
2026-09-14 05:44:56,2026-09-14 07:44:56,talamati,day,1868,hits,264,0.367,1,0.3,no cv result,no cv result,0.6717,5,4.8,2.3,0.85,0.298,4.0.3a,hits/talamati/20260914/054456_p1868_blob264.jpg
2026-09-14 05:49:14,2026-09-14 07:49:14,talamati,day,1876,hits,145,0.0638,0,0.3,blank,,0.9958,2,1.7,2.3,0.287,0.313,4.0.3a,hits/talamati/20260914/054914_p1876_blob145.jpg
2026-09-14 05:50:15,2026-09-14 07:50:15,talamati,day,1878,hits,117,0.1181,0,0.3,blank,,0.9982,2,1.9,1.4,0.669,0.506,4.0.3a,hits/talamati/20260914/055015_p1878_blob117.jpg
2026-09-14 05:51:20,2026-09-14 07:51:20,talamati,day,1870,hits,134,0.3399,1,0.3,no cv result,no cv result,0.9764,3,1.5,3.3,0.622,0.28,4.0.3a,hits/talamati/20260914/055120_p1870_blob134.jpg
2026-09-14 05:53:13,2026-09-14 07:53:13,talamati,day,1900,frames,1963,0.2621,0,0.3,blank,,0.9986,16,2.2,1.4,0.026,0.742,4.0.3a,frames/talamati/20260914/055313_p1900_blob1963_f0.38.jpg
2026-09-14 05:54:06,2026-09-14 07:54:06,talamati,day,1868,hits,60,0.3675,1,0.3,no cv result,no cv result,0.8568,6,4.8,2.3,0.851,0.298,4.0.3a,hits/talamati/20260914/055406_p1868_blob60.jpg
2026-09-14 05:58:54,2026-09-14 07:58:54,talamati,day,1868,hits,89,0.4863,1,0.3,no cv result,no cv result,0.7577,5,4.8,2.3,0.851,0.298,4.0.3a,hits/talamati/20260914/055854_p1868_blob89.jpg
2026-09-14 06:04:09,2026-09-14 08:04:09,talamati,day,1878,hits,88,0.2354,0,0.3,blank,,0.9914,5,2.1,1.7,0.67,0.508,4.0.3a,hits/talamati/20260914/060409_p1878_blob88.jpg
2026-09-14 06:05:00,2026-09-14 08:05:00,talamati,day,1875,frames,149,0.2701,0,0.3,blank,,0.9997,4,1.6,2.2,0.192,0.503,4.0.3a,frames/talamati/20260914/060500_p1875_blob0149_f0.47.jpg
